group	journal	year	work_id	title	term_type	term	occurrences
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4404749668	Translator attribution of <i>Hongloumeng</i>: using entropy-based features and machining learning algorithm	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3213903021	Toward a new generation of databases and database applications for describing ancient manuscripts	review_only	database	3
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W4213284163	Analysis of tweets regarding psychological disorders before and during the COVID-19 pandemic: The case of Turkey	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4313332412	Hermeneutical postphenomenology: Computational tools and the lure of objectivity	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4313332412	Hermeneutical postphenomenology: Computational tools and the lure of objectivity	review_only	electronic text	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4315929201	Some stylometric remarks on Ovid’s<i>Heroides</i>and the<i>Epistula Sapphus</i>	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4390877776	Digitizing the USPTO patent backfile	review_only	digitization	4
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4408139881	ChisNERE: a premodern Chinese corpus with named entity and relation annotation	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4412776517	Representing provenance and track changes of cultural heritage metadata in RDF: a survey of existing approaches	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3209054231	Revisiting Sylvia Plath’s and Anne Sexton’s confessional poetry: Analyzing stylistic differences and evolution of poetic voice(s) through computational text analysis	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3215986679	Finding our way home: A theory and pedagogy of anti-colonial Q-mapping	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4226017767	The Corpus of Contemporary Czech Poetry: A database for research on contemporary poetic language across media	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4286560140	The authorship of George a Greene, the Pinner of Wakefield	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4381481273	Multilingual digital terminology: Introduction to the special issue	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4410731574	Digital humanities approach to analyzing the roles and military power of Supreme Commanders and Grand Coordinators in the Ming Dynasty: a computational analysis of Ming Shilu	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4411686564	Leveraging generative AI through prompt engineering for corpus construction and in-depth intelligent interpretation of ancient texts	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4412201307	Digitization and the recreation of Yorùbá cultural moral tales	review_only	digitization	3
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4415048791	On proximity—exploring experiences of bias and discrimination in digital humanities	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4416834434	The institutional repertoire in the hands of ordinary readers: a quantitative analysis of the impact of works from the French and Portuguese school canons on Goodreads	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4417182799	Who wrote <i>Els quaderns d’en Marc</i> ? A stylometric inquiry into twentieth-century Catalan popular literature	strong	stylometry	3
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W7124137331	Topic counts and quality in topic models for historic corpora	strong	topic modeling	6
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2110067056	Palimpsest: Improving assisted curation of loco-specific literature	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2110067056	Palimpsest: Improving assisted curation of loco-specific literature	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2804561257	Beyond humanities qua digital: Spatial and material development for digital research infrastructures in HumlabX1	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2899923782	Machine learning, template matching, and the International Tracing Service digital archive: Automating the retrieval of death certificate reference cards from 40 million document scans	review_only	digital archive	3
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2901756620	SageBook: Toward a cross-generational social network for the Jewish sages’ prosopography	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2113905872	Semantic Enrichment for Recommendation of Primary Studies in a Systematic Literature Review	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3047342523	Citational politics: Quantifying the influence of gender on citation in <i>Digital Scholarship in the Humanities</i>	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W2003045484	Analysis on Chinese quantitative stylistic features based on text mining	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2336437083	DASCH: Data and Service Center for the Humanities	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2906475669	Mapping museum ‘Soft Power’: Adding geo-visualization to the methodological framework	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2909169110	Finding ‘anonymous’ in the digital archives: The problem of Arden of Faversham	review_only	digital archive	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W2956753448	From collection resources to intelligent data: Construction of intelligent digital humanities platform for local historical documents of Shanghai Jiao Tong University	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W2956753448	From collection resources to intelligent data: Construction of intelligent digital humanities platform for local historical documents of Shanghai Jiao Tong University	review_only	database	3
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3211727566	Knowledge-based relational search in cultural heritage linked data	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2762919278	Knowledge creation through recommender systems	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2900734137	Representing stories as interdependent dynamics of character activities and plots: A two-mode network relational event model	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2911893990	PaperMiner—a real-time spatiotemporal visualization for newspaper articles	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2911893990	PaperMiner—a real-time spatiotemporal visualization for newspaper articles	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3208736755	Text mining Mill: Computationally detecting influence in the writings of John Stuart Mill from library records	strong	text mining	2
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2885159198	Chinese Text Project: A dynamic digital library of premodern Chinese	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3193916545	Word embeddings and semantic shifts in historical Spanish: Methodological considerations	strong	word embedding	6
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4311807835	Cultural information bubbles: A new approach for automatic ethical evaluation of digital artwork collections based on Wikidata	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4311807835	Cultural information bubbles: A new approach for automatic ethical evaluation of digital artwork collections based on Wikidata	review_only	database	3
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W2324637302	Distant Reading. Franco Moretti.	strong	distant reading	5
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2791030493	Topic modelling characterization of Mudejar art based on document titles	strong	topic modeling	2
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2791030493	Topic modelling characterization of Mudejar art based on document titles	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W3095421197	From antagonist to protagonist: ‘Democracy’ and ‘people’ in British parliamentary debates, 1775–1885	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4293068951	Are<i>Daojing</i>and<i>Dejing</i>stylistically independent of each other: A stylometric analysis with activity and descriptivity	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W1989579008	The Essay/ontology Workflow, Challenges in Combining Formal and Interpretive Methods	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2996224505	Interfaces, ephemera, and identity: A study of the historical presentation of digital humanities resources	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4308381304	Reading in Europe—Challenges and lessons learned from the case studies of the READ-IT project	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4313332497	Stylometric analysis of characters in Shakespeare’s plays	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4381848420	Personality recognition in Digital Humanities: A review of computational approaches in the humanities	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4390172472	Du Fu’s conspicuous negativity and Li Bai’s hidden positivity: a sentiment comparison and exploration	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3211505100	Evaluating XR: Standards for an emerging DH medium	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4394869822	Are Digital Humanities platforms facilitating sufficient diversity in research? A study of the Transkribus Scholarship Programme	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W2169252642	Stylometric model for detecting oath expressions: A case study for Quranic texts	strong	stylometry	10
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2651906143	Measuring syntactical variation in Germanic texts	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2281020455	Finding characteristic features in stylometric analysis	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2530091687	Accidental discovery, intentional inquiry: Leveraging linked data to uncover the women of jazz	review_only	digital archive	1
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W2068261913	Stylometric classification of different translations of the same text into the same language	strong	stylometry	3
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2895925942	Digital Humanities in Poland from the Perspective of the Historical Linguist of the Polish Language: Achievements, Needs, Demands	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2895925942	Digital Humanities in Poland from the Perspective of the Historical Linguist of the Polish Language: Achievements, Needs, Demands	review_only	digitization	2
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3012106948	UDAT: Compound quantitative analysis of text using machine learning	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W1986109202	Automatically identifying blend splinters that are morpheme candidates	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W2166141468	Citation segmentation from sparse &amp; noisy data: A joint inference approach with Markov logic networks	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2291963777	Programming in the Digital Humanities	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2908656277	The digital humanist: Contested status within contesting futures	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3212294947	How do machine translators measure up to human literary translators in stylometric tests?	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4225480862	Reading in the mist: high-quality optical character recognition based on freely available early modern digitized books	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4225480862	Reading in the mist: high-quality optical character recognition based on freely available early modern digitized books	review_only	digitized books	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4290975655	GECEM Project Database: A digital humanities solution to analyse complex historical realities in early modern China and Europe	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4290975655	GECEM Project Database: A digital humanities solution to analyse complex historical realities in early modern China and Europe	review_only	database	5
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2953169556	Technical and methodological foundations of digital indexing of medieval and early modern court books	review_only	database	3
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3029960644	The promise of digital humanities pedagogy: Decolonizing a diverse classroom in Ghana	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3034773916	Multimodality and media archaeology: Complementary optics for looking at digital stuff?	review_only	digital archive	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3037111087	The integration of heterogeneous information from diverse disciplines regarding persons and goods	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3215720427	Medicine in the<i>Monthly Review</i>: Revealing public medical discourse with topic modelling	strong	topic modeling	2
Comparanda	Digital Scholarship in the Humanities	2005	https://openalex.org/W2010904853	The Computational Modern Greek Morphological Lexicon—An Efficient and Comprehensive System for Morphological Analysis and Synthesis	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2120628193	Defining Digital Humanities. A Reader. Melissa Terras, Julianne Nyhan and Edward Vanhoutte (eds).	strong	digital humanities	6
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2287519757	Developing a framework for an advisory message board for female victims after disasters: A case study after east Japan great earthquake	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2967074337	Digital humanities in Sweden and its infrastructure: Status quo and the sine qua non	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3046831937	Poetry in action: Networks of literary communication and the cultural leverage in the eighteenth-century Seoul	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3175436216	Digital arts in Latin America: A report on the archival history of intersections in art and technology in Latin America	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W4255853888	Forensic stylometry	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2791532949	Toward a computational history of universities: Evaluating text mining methods for interdisciplinarity detection from PhD dissertation abstracts	strong	text mining	2
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2907721609	Digital humanities and new directions in South Korea	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2962783174	A case study in text mining: Textual analysis of the Territorial Papers	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2962783174	A case study in text mining: Textual analysis of the Territorial Papers	strong	text mining	2
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W3006434887	A conceptual model to increase the visibility and usage of cultural heritage objects: The case of UNESCO’s Memory of the World list1	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3016554540	Implications of vocabulary density for poetry: Reading T. S. Eliot’s poetry through computational methods	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3035523303	Humanidades Digitales en Filipinas: proyectos, dificultades y oportunidades de la colaboración Norte-Sur	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3098130354	A graph database of scholastic relationships in the Babylonian Talmud	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3208974228	Digital methods in cartographic source editing	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4210579232	Storified narrative: Awake photo archives in digital humanities	strong	digital humanities	6
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W4253577062	Facsimile narratives: Researching the past in the age of digital reproduction	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2811099469	A world of difference: Myths and misconceptions about the TEI	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3011283138	‘Attention, attention, exploring minds acknowledge digital structure!’ The shift to digital humanities has happened, so what should information scientists do in response?	strong	digital humanities	7
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4313366901	A multidimensional and digital humanistic analysis of style in Amy Tan’s novels	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4380433351	Comparative network analysis as a new approach to the editorship profiling task: A case study of the Mishnah and Tosefta from Rabbinic literature	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4391167121	Epistemic consequences of unfair tools	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4411224928	Detecting authorship between generative AI models and humans: a Burrows’s Delta approach	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W2080532731	What grammar reveals about sex and death: interdisciplinary applications of corpus-based linguistics	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2913217004	Sensorial discourse and corpus in the digital humanities era: The example of the wine language	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2941040653	Optical character recognition of typeset Coptic text with neural networks	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2941040653	Optical character recognition of typeset Coptic text with neural networks	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2952481948	Visualizing Venice: Mapping and Modeling Time and Change in a City. Kristin L. Huffman, Andrea Giordano, and Caroline Bruzelius (eds.).	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2966573786	Database thinking and deep description: designing a digital archive of the National Synchrotron Light Source	review_only	digital archive	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2966573786	Database thinking and deep description: designing a digital archive of the National Synchrotron Light Source	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2975786635	Author identification with feature transformation method	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W4210722987	Beyond the binary: Trans women’s video activism on YouTube	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2912228838	Beyond digitization? Digital humanities and the case of Hebrew literature	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2912228838	Beyond digitization? Digital humanities and the case of Hebrew literature	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W3197879702	A map of Digital Humanities research across bibliographic data sources	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W3197879702	A map of Digital Humanities research across bibliographic data sources	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W4211043089	Climate event classification based on historical meteorological records and its presentation on a Spatio-Temporal research platform	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W4212939721	‘We can’t read it all’: Theorizing a hermeneutics for large-scale data in the humanities with a case study in stylometry	strong	stylometry	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4307220528	Did Mary Shelley write<i>Frankenstein</i>? A stylometric analysis	strong	stylometry	3
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4312091612	Creating specialized corpora from digitized historical newspaper archives	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4312091612	Creating specialized corpora from digitized historical newspaper archives	review_only	digital archive	2
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3203620260	A systematic approach to literature analysis: traveling through stories	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387494170	R Stylo and the authorship determination of <i>Henry V</i>	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4387768902	Research on character tone trend clustering of Kunqu Opera based on quantum adaptive genetic algorithm	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4388636836	Great lengths: a review of website preservation activities at three American Universities with digital humanities centers	strong	digital humanities	3
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4389108719	Film dialogue and R-stylo	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4391449953	Normalization of kinship relations to enrich family network analysis: case study on China biographical database	review_only	database	4
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4393138722	Stylometric analysis of French plays of the 17th century	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4396599722	A statistical approach to Hollywood remake and sequel metadata	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4399923493	Personality prediction via multi-task transformer architecture combined with image aesthetics	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2024	https://openalex.org/W4401674992	Social group identities and semantic domains in the ancient Near East	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4410700100	Distant reading of Soviet diaries	strong	distant reading	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4410700100	Distant reading of Soviet diaries	strong	topic modeling	1
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4412713487	Taken for granted? Investigating constructivist principles with Bayes’ theorem in Digital Humanities scholarship	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4413432887	Making(s) of DH journeys in India: notes from the field	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2025	https://openalex.org/W4414414765	Growing and pruning the archive: an agent-based model to build letter correspondence networks	review_only	digital archive	1
Comparanda	Digital Scholarship in the Humanities	2013	https://openalex.org/W2161343503	The Portuguese literary wolf	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2261878461	IMPACT: A tool for transcribing and commenting on oral data, for teaching, learning, and research	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3157531947	Mapping information and identifying disinformation based on digital humanities methods: From accuracy to plasticity	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W1968228596	Verifying the authorship of Saikaku Ihara’s work in early modern Japanese literature; a quantitative approach	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2005	https://openalex.org/W2053362964	Digitizing a Dictionary of Medieval Irish: the eDIL Project	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2005	https://openalex.org/W2101258184	Systematic Approaches to Long Term Digital Collection Management	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2137889786	Latin word stemming using Wiktionary:	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2366946884	Search, Reading, and the Rise of Database: Table 1	review_only	database	5
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2603067009	Analyzing and visualizing ancient Maya hieroglyphics using shape: From computer vision to Digital Humanities	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2917375926	Epic social networks and Eve's centrality in Milton’s<i>Paradise Lost</i>	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W3000961409	A transdisciplinary protocol for digital scholarship	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2013	https://openalex.org/W2042206580	Method as tautology in the digital humanities	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2014	https://openalex.org/W2098580044	Deconstructing arguments via digital mining of online comments	review_only	electronic text	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2176349895	Realizing the Democratic Potential of Online Sources in the Classroom	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2522857532	Reliable social scholarly editing	review_only	digital archive	2
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2562449188	Text mining<i>War and Peace</i>: Automatic extraction of character traits from literary pieces	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2791804914	Evaluating multi-criteria Connection mechanisms: A new algorithm for browsing digital archives	review_only	digital archive	2
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2804817924	From a distance ‘You might mistake her for a man’: A closer reading of gender and character action in Jane Eyre, The Law and the Lady, and A Brilliant Woman1	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2946520053	Judging style: The case of Bush versus Gore	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2958901114	Developing an effective scheme for translation and expansion of Persian user queries	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W3041914043	Patterns in language: Text analysis of government reports on the Irish industrial school system with word embedding	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W3041914043	Patterns in language: Text analysis of government reports on the Irish industrial school system with word embedding	strong	distant reading	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W3041914043	Patterns in language: Text analysis of government reports on the Irish industrial school system with word embedding	strong	word embedding	2
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3205988523	<i>Arden of Faversham</i>, the authorship problem: Shakespeare, Watson, or Kyd?	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3209603218	Exploring the similarity between Han’s and non-Han’s Yuan poetry: Resistance distance metrics over character co-occurrence networks	review_only	database	3
Comparanda	Digital Scholarship in the Humanities	2021	https://openalex.org/W3216090099	The digital humanities and re-imagined language description: A linguistic model of Malay with potential for other languages	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4212942372	A map of the Urals emotional perception (based on modern regional poetry)	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2022	https://openalex.org/W4307137844	Corpus Linguistics and Translation Tools for Digital Humanities: Research Methods and Applications. Stefania M. Maci and Michele Sala (eds)	strong	digital humanities	4
Comparanda	Digital Scholarship in the Humanities	2023	https://openalex.org/W4381513767	A crossroad between lexicography and terminology work: Knowledge organization and domain labelling	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2153822337	Digital Critical Editions (2014) Daniel Apollon, Claire Bélisle and Philippe Régnier	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2272977179	The Arabic Papyrology Database	review_only	database	2
Comparanda	Digital Scholarship in the Humanities	2015	https://openalex.org/W2310260324	Rhetoric and the Digital Humanities. Jim Ridolfo and William Hart-Davidson (eds.).	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2016	https://openalex.org/W2397706671	Is It Time to Re-think<i>King John</i>?	strong	stylometry	1
Comparanda	Digital Scholarship in the Humanities	2017	https://openalex.org/W2571236102	‘Searching for My Lady’s Bonnet: discovering poetry in the National Library of Australia’s newspapers database’	review_only	database	3
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2807006553	A ‘wind of change’—shaping public opinion of the Arab Spring using metaphors	strong	text mining	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2887128832	Information infrastructure of contemporary humanities and the digital humanities development as a cause of creating new information barriers. A Polish case	strong	digital humanities	1
Comparanda	Digital Scholarship in the Humanities	2018	https://openalex.org/W2887128832	Information infrastructure of contemporary humanities and the digital humanities development as a cause of creating new information barriers. A Polish case	review_only	database	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2968568709	Are you sure your tool does what it is supposed to do? Validating Arabic root extraction	strong	digital humanities	2
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W2983800713	CBDR: An efficient storage repository for cultural big data	review_only	digitization	1
Comparanda	Digital Scholarship in the Humanities	2019	https://openalex.org/W3097899396	Text mining letters from financial regulators to firms they supervise	strong	text mining	2
Comparanda	Digital Scholarship in the Humanities	2020	https://openalex.org/W3159190624	Cyberformalism: Histories of Linguistic Forms in the Digital Archive. Daniel Shore	review_only	digital archive	2
