review_priority	group	journal	year	title	dh_terms	dh_term_occurrences	review_candidate_reason	duplicate_count	work_id	doi	type	has_abstract	manual_class	manual_note
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	‘We can’t read it all’: Theorizing a hermeneutics for large-scale data in the humanities with a case study in stylometry	stylometry	2		1	https://openalex.org/W4212939721	https://doi.org/10.1093/llc/fqab100	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2021	‘too beautiful’: useless art and the queerly optimistic Make Your Own Brainard Project	digital humanities	1		1	https://openalex.org/W3197415666	https://doi.org/10.1093/llc/fqab021	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	A map of Digital Humanities research across bibliographic data sources	digital humanities	2		1	https://openalex.org/W3197879702	https://doi.org/10.1093/llc/fqac016	preprint	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	A map of the Urals emotional perception (based on modern regional poetry)	digital humanities	1		1	https://openalex.org/W4212942372	https://doi.org/10.1093/llc/fqac007	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	A multidimensional and digital humanistic analysis of style in Amy Tan’s novels	digital humanities	1		1	https://openalex.org/W4313366901	https://doi.org/10.1093/llc/fqac096	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	A statistical analysis of the catalogues and criticism of the 19th-century Paris Fine Art Salon: The emergence of titling in the French art world	digital humanities	1		1	https://openalex.org/W4313910037	https://doi.org/10.1093/llc/fqac088	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	An approach to enhance topic modeling by using paratext and nonnegative matrix factorizations	topic modeling	1		1	https://openalex.org/W4288041005	https://doi.org/10.1093/llc/fqac043	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Bertalign: Improved word embedding-based sentence alignment for Chinese–English parallel corpora of literary texts	word embedding	2		1	https://openalex.org/W4313332343	https://doi.org/10.1093/llc/fqac089	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Corpus Linguistics and Translation Tools for Digital Humanities: Research Methods and Applications. Stefania M. Maci and Michele Sala (eds)	digital humanities	4		1	https://openalex.org/W4307137844	https://doi.org/10.1093/llc/fqac069	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Creating specialized corpora from digitized historical newspaper archives	text mining	1		1	https://openalex.org/W4312091612	https://doi.org/10.1093/llc/fqac079	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Digital History and the Politics of Digitization	digital humanities	1		1	https://openalex.org/W4296023777	https://doi.org/10.1093/llc/fqac050	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Digital humanities or humanities in digital: revisiting scholarly primitives	digital humanities	2		1	https://openalex.org/W4214810628	https://doi.org/10.1093/llc/fqac012	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Enriching contextualized semantic representation with textual information transmission for COVID-19 fake news detection: A study on English and Persian	stylometry	2		1	https://openalex.org/W4294636810	https://doi.org/10.1093/llc/fqac049	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Foucault’s archeological discourse analysis with digital methodology—Discourse on women prior to the first wave women’s movement	digital humanities	1		1	https://openalex.org/W4226242284	https://doi.org/10.1093/llc/fqac022	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	From sentiment to style: Charles Stewart Parnell’s rhetoric in the first crisis of the UK	topic modeling	1		1	https://openalex.org/W4311466230	https://doi.org/10.1093/llc/fqac077	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	GECEM Project Database: A digital humanities solution to analyse complex historical realities in early modern China and Europe	digital humanities	2		1	https://openalex.org/W4290975655	https://doi.org/10.1093/llc/fqac046	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Generating a sentiment dictionary in R and dictionary-based sentiment analysis in Turkish texts	text mining	1		1	https://openalex.org/W4313418226	https://doi.org/10.1093/llc/fqac093	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Global Debates in the Digital Humanities. Domenico Fiormonte, Sukanta Chaudhuri, and Paola Ricaurte (eds)	digital humanities	9		1	https://openalex.org/W4307137693	https://doi.org/10.1093/llc/fqac064	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Hermeneutical postphenomenology: Computational tools and the lure of objectivity	distant reading	1		1	https://openalex.org/W4313332412	https://doi.org/10.1093/llc/fqac074	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	LERA—an interactive platform for synoptical representations of multiple text witnesses	digital humanities	1		1	https://openalex.org/W4225679515	https://doi.org/10.1093/llc/fqac021	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Multichannel convolutional neural networks for detecting COVID-19 fake news	word embedding	1		1	https://openalex.org/W4226016355	https://doi.org/10.1093/llc/fqac023	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Reading in Europe—Challenges and lessons learned from the case studies of the READ-IT project	digital humanities	2		1	https://openalex.org/W4308381304	https://doi.org/10.1093/llc/fqac071	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Reading in the mist: high-quality optical character recognition based on freely available early modern digitized books	text mining	1		1	https://openalex.org/W4225480862	https://doi.org/10.1093/llc/fqac014	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Storified narrative: Awake photo archives in digital humanities	digital humanities	6		1	https://openalex.org/W4210579232	https://doi.org/10.1093/llc/fqac004	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Stylometric analysis of characters in Shakespeare’s plays	stylometry	1		1	https://openalex.org/W4313332497	https://doi.org/10.1093/llc/fqac092	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Stylometry analysis of the French presidential election	stylometry	1		1	https://openalex.org/W4311401739	https://doi.org/10.1093/llc/fqac080	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Text as Data: A New Framework for Machine Learning and the Social Sciences. Justin Grimmer, Margaret E. Roberts, and Brandon M. Stewart	digital humanities	3		1	https://openalex.org/W4306722865	https://doi.org/10.1093/llc/fqac068	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	The Digital Humanities Coursebook: An Introduction to Digital Methods for Research and Scholarship. Johanna Drucker	digital humanities	4		1	https://openalex.org/W4285801609	https://doi.org/10.1093/llc/fqac044	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	The authorship of George a Greene, the Pinner of Wakefield	stylometry	1		1	https://openalex.org/W4286560140	https://doi.org/10.1093/llc/fqac040	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	The interpretation of topic models for scholarly analysis: An evaluation and critique of current practice	digital humanities; topic modeling	6		1	https://openalex.org/W4312091562	https://doi.org/10.1093/llc/fqac075	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Translator attribution for Arabic using machine learning	digital humanities; stylometry	2		1	https://openalex.org/W4306147333	https://doi.org/10.1093/llc/fqac054	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	What gets categorized counts: Controlled vocabularies, digital affordances, and the international digital humanities conference	digital humanities	5		1	https://openalex.org/W4317000013	https://doi.org/10.1093/llc/fqac091	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2022	Whose Language? Whose DH? Towards a taxonomy of definitional elusiveness in the digital humanities	digital humanities	2		1	https://openalex.org/W4309112981	https://doi.org/10.1093/llc/fqac072	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	A crossroad between lexicography and terminology work: Knowledge organization and domain labelling	digital humanities	1		1	https://openalex.org/W4381513767	https://doi.org/10.1093/llc/fqad022	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	A multimodal turn in Digital Humanities. Using contrastive machine learning models to explore, enrich, and analyze digital visual historical collections	digital humanities	2		1	https://openalex.org/W4324302630	https://doi.org/10.1093/llc/fqad008	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Comparative network analysis as a new approach to the editorship profiling task: A case study of the Mishnah and Tosefta from Rabbinic literature	stylometry	1		1	https://openalex.org/W4380433351	https://doi.org/10.1093/llc/fqad038	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Computational emotion classification for genre corpora of German tragedies and comedies from 17th to early 19th century	computational literary studies	1		1	https://openalex.org/W4384643938	https://doi.org/10.1093/llc/fqad046	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Corpus Linguistics and Translation Tools for Digital Humanities: Research Methods and Applications. Stefania M. Maci &amp; Michele Sala	digital humanities	3		1	https://openalex.org/W4387393521	https://doi.org/10.1093/llc/fqad060	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Du Fu’s conspicuous negativity and Li Bai’s hidden positivity: a sentiment comparison and exploration	distant reading	1		1	https://openalex.org/W4390172472	https://doi.org/10.1093/llc/fqad088	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Exploring Digital Humanities in India Pedagogies Practices and Institutional Possibilities. Maya Dodd and Nidhi Kalra (eds)	digital humanities	3		1	https://openalex.org/W4387609530	https://doi.org/10.1093/llc/fqad070	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Exploring the possibilities of Thomson’s fourth paradigm transformation—The case for a multimodal approach to digital oral history?	digital humanities	1		1	https://openalex.org/W4313477049	https://doi.org/10.1093/llc/fqac094	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Film dialogue and R-stylo	stylometry	1		1	https://openalex.org/W4389108719	https://doi.org/10.1093/llc/fqad062	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Hacking stylometry with multiple voices: Imaginary writers can override authorial signal in Delta	stylometry	6		1	https://openalex.org/W4362715621	https://doi.org/10.1093/llc/fqad012	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Identifying social norm violation in movie plots: from Borat to American Pie	digital humanities	1		1	https://openalex.org/W4387381155	https://doi.org/10.1093/llc/fqad052	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Image classification for historical documents: a study on Chinese local gazetteers	digital humanities	1		1	https://openalex.org/W4389003057	https://doi.org/10.1093/llc/fqad065	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Mining for meaning: how text mining can uncover the French Liberal School’s key ideas	distant reading; text mining; word embedding	3		1	https://openalex.org/W4389779577	https://doi.org/10.1093/llc/fqad084	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Multilingual digital terminology: Introduction to the special issue	digital humanities	2		1	https://openalex.org/W4381481273	https://doi.org/10.1093/llc/fqad028	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	One-third of a century on: the state of the art, pitfalls, and the way ahead relating to digital humanities approaches to translation and interpreting studies	digital humanities	2		1	https://openalex.org/W4387781250	https://doi.org/10.1093/llc/fqad076	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Principal components analysis in stylometry	stylometry	2		1	https://openalex.org/W4389108717	https://doi.org/10.1093/llc/fqad083	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Reconstruction of cultural memory through digital storytelling: A case study of Shanghai Memory project	digital humanities	1		1	https://openalex.org/W4382874269	https://doi.org/10.1093/llc/fqad044	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	The Fundamental Principles of Corpus Linguistics. Tony McEnery and Vaclav Brezina	digital humanities	2		1	https://openalex.org/W4366248446	https://doi.org/10.1093/llc/fqad031	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Transmission problems? An embedded approach for unification of Latin prefixes and text variants during text matching	digital humanities; text mining	2		1	https://openalex.org/W4387516735	https://doi.org/10.1093/llc/fqad069	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2023	Web archive analytics: Blind spots and silences in distant readings of the archived web	distant reading; topic modeling	2		1	https://openalex.org/W4366453415	https://doi.org/10.1093/llc/fqad014	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Are Digital Humanities platforms facilitating sufficient diversity in research? A study of the Transkribus Scholarship Programme	digital humanities	2		1	https://openalex.org/W4394869822	https://doi.org/10.1093/llc/fqae018	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Constructing a digital system of historical geographic information from the perspective of digital humanities: a case study of the historical geographic information database of Tibetan Buddhist monasteries	digital humanities	4		1	https://openalex.org/W4390719376	https://doi.org/10.1093/llc/fqad103	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Cross-linguistic authorship attribution and gender profiling. Machine translation as a method for bridging the language gap	word embedding	1		1	https://openalex.org/W4399387278	https://doi.org/10.1093/llc/fqae028	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Data analytics for discourse analysis with Python—The case of therapy talk. Dennis Tay	digital humanities; text mining	2		1	https://openalex.org/W4403151573	https://doi.org/10.1093/llc/fqae060	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Digital Humanities and Modern Chinese Literature (Shuzi Renwen yu Zhonguo Xiandai Wenxue). He Wang	digital humanities	3		1	https://openalex.org/W4390531259	https://doi.org/10.1093/llc/fqad101	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Epistemic consequences of unfair tools	digital humanities	1		1	https://openalex.org/W4391167121	https://doi.org/10.1093/llc/fqad091	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	From parliamentary history to digital and computational history: a NLP-friendly TEI model for historical parliamentary proceedings	topic modeling	1		1	https://openalex.org/W4403625377	https://doi.org/10.1093/llc/fqae071	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	From past to future: digital methods towards artefact analysis	digital humanities	3		1	https://openalex.org/W4403445721	https://doi.org/10.1093/llc/fqae057	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Mapping Germanness in early 20th century USA: topic modeling and GIS within a small corpus framework	topic modeling	3		1	https://openalex.org/W4390718229	https://doi.org/10.1093/llc/fqad102	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Mining themes, emotions, and stance in the news coverage of the Russia–Ukraine War from Reuters and Xinhua	text mining	1		1	https://openalex.org/W4393905983	https://doi.org/10.1093/llc/fqae015	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Multilingual Digital Humanities. Lorella Viola and Paul Spence	digital humanities	3		1	https://openalex.org/W4401842413	https://doi.org/10.1093/llc/fqae043	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Networks as interpretative frameworks: using co-citation analysis to explore large corpora of early modern letters	distant reading	1		1	https://openalex.org/W4390630142	https://doi.org/10.1093/llc/fqad086	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Representation of migrant workers in Chinese newspapers: combining topic modeling and critical discourse analysis	topic modeling	2		1	https://openalex.org/W4403363566	https://doi.org/10.1093/llc/fqae062	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Retractions in arts and humanities: an analysis of the retraction notices	topic modeling	1		1	https://openalex.org/W4392928723	https://doi.org/10.1093/llc/fqad093	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Social group identities and semantic domains in the ancient Near East	digital humanities	2		1	https://openalex.org/W4401674992	https://doi.org/10.1093/llc/fqae041	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Social network analysis of the Babylonian Talmud	digital humanities	1		1	https://openalex.org/W4400801448	https://doi.org/10.1093/llc/fqae037	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Stylometric analysis of French plays of the 17th century	stylometry	1		1	https://openalex.org/W4393138722	https://doi.org/10.1093/llc/fqae011	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Stylometry at the service of history of science: the Renaissance of Copernicus	stylometry	4		1	https://openalex.org/W4405844657	https://doi.org/10.1093/llc/fqae085	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	The Digital Humanities and Literary Studies. Martin Paul Eve	digital humanities	3		1	https://openalex.org/W4390696511	https://doi.org/10.1093/llc/fqad095	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	The many voices of Duying: revisiting the disputed essays between Lu Xun and Zhou Zuoren	stylometry	1		1	https://openalex.org/W4405844614	https://doi.org/10.1093/llc/fqae084	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Towards a ‘synergy’ of text mining and critical discourse analysis: a corpus-assisted discourse study of imagining China in Hong Kong political discourse	text mining	4		1	https://openalex.org/W4393265063	https://doi.org/10.1093/llc/fqae010	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Using deep learning to analyse the times of the UN Security Council	digital humanities; topic modeling	3		1	https://openalex.org/W4392286352	https://doi.org/10.1093/llc/fqae009	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2024	Using digital humanities in the classroom: a practical introduction for teachers, lecturers, and students. Claire Battershill and Shawna Ross	digital humanities	1		1	https://openalex.org/W4404127600	https://doi.org/10.1093/llc/fqae067	article	0		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	A Dunhuang mural restoration network based on mask guidance and Transformer architecture	digital humanities	1		1	https://openalex.org/W4410979438	https://doi.org/10.1093/llc/fqaf044	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Beyond the surface: stylometric analysis of GPT-4o’s capacity for literary style imitation	stylometry; word embedding	3		1	https://openalex.org/W4409721188	https://doi.org/10.1093/llc/fqaf035	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Can digital humanities use microwork crowdsourcing in a fair manner? The effect of pedagogical training and multimodal instructions on annotation quality	digital humanities	3		1	https://openalex.org/W4415531536	https://doi.org/10.1093/llc/fqaf110	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Can machine translation of literary texts fool stylometry?	stylometry	2		1	https://openalex.org/W4407847151	https://doi.org/10.1093/llc/fqaf010	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	ChisNERE: a premodern Chinese corpus with named entity and relation annotation	digital humanities	1		1	https://openalex.org/W4408139881	https://doi.org/10.1093/llc/fqaf001	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Classification of Saikaku’s works using topic modelling	topic modeling	2		1	https://openalex.org/W4412406565	https://doi.org/10.1093/llc/fqaf061	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Consensus communities: emergent literary communities and the challenge to genre	digital humanities; topic modeling	2		1	https://openalex.org/W4417073820	https://doi.org/10.1093/llc/fqaf139	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Construction and application of knowledge graph in digital humanities: a case study of Qiaokan	digital humanities	1		1	https://openalex.org/W4412097369	https://doi.org/10.1093/llc/fqaf042	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Crossing linguistic frontiers: a digital comparative analysis of Eliot’s and Machado’s poetic evolution	topic modeling	2		1	https://openalex.org/W7154594266	https://doi.org/10.1093/llc/fqaf147	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Cultural Analytics and the Politics of Representation: Mapping the Jewish Presence in Egypt’s al-Risālah (1933–1953)	digital humanities; distant reading; cultural analytics	4		1	https://openalex.org/W4416196077	https://doi.org/10.1093/llc/fqaf114	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Detecting authorship between generative AI models and humans: a Burrows’s Delta approach	stylometry	1		1	https://openalex.org/W4411224928	https://doi.org/10.1093/llc/fqaf048	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Digital debating cultures: communicative practices on Reddit	digital humanities	2		1	https://openalex.org/W4407869496	https://doi.org/10.1093/llc/fqaf005	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Digital humanities and social justice: a case-based approach	digital humanities	2		1	https://openalex.org/W4414365795	https://doi.org/10.1093/llc/fqaf066	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Digital humanities approach to analyzing the roles and military power of Supreme Commanders and Grand Coordinators in the Ming Dynasty: a computational analysis of Ming Shilu	digital humanities	2		1	https://openalex.org/W4410731574	https://doi.org/10.1093/llc/fqaf024	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Distant reading of Soviet diaries	distant reading; topic modeling	3		1	https://openalex.org/W4410700100	https://doi.org/10.1093/llc/fqaf038	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Early modern translation and the digital humanities. Hilary Brown, Regina Toepfer, and Jörg Wesche (eds.)	digital humanities	1		1	https://openalex.org/W7122524080	https://doi.org/10.1093/llc/fqaf153	article	0		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Enhancing research and teaching capacity through collaboration: building a UK–Ireland Digital Humanities Association	digital humanities	2		1	https://openalex.org/W4416060091	https://doi.org/10.1093/llc/fqaf080	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Enriching exhibition scholarship	text mining	1		1	https://openalex.org/W4416055328	https://doi.org/10.1093/llc/fqaf074	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Exploring the application of artificial intelligence in English literary criticism: a Delphi and AHP-based thematic analysis	digital humanities; stylometry	2		1	https://openalex.org/W7127575678	https://doi.org/10.1093/llc/fqaf132	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Exploring the cross-cultural influence of song Jiangnan Chan Buddhist poetry on Goryeo Han poetry through text visualization	topic modeling	1		1	https://openalex.org/W7118406133	https://doi.org/10.1093/llc/fqaf144	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	From romance to reality: lexical and topic evolution in Chinese popular lyrics through digital humanities approaches	digital humanities; topic modeling	4		1	https://openalex.org/W7124176709	https://doi.org/10.1093/llc/fqaf148	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	From theoretical texts to concept maps: an annotation approach for a distant reading of argumentative text structures	distant reading	1		1	https://openalex.org/W4414347808	https://doi.org/10.1093/llc/fqaf089	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Graph schema validation at last? Work towards a StemmaREST ontology with Neo4J, RDF-STAR, and SHACL	digital humanities	2		1	https://openalex.org/W4412655184	https://doi.org/10.1093/llc/fqaf067	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Historical analysis using topic modelling: insights from Khevenhüller’s diary 1742–76	topic modeling	2		1	https://openalex.org/W4410080969	https://doi.org/10.1093/llc/fqaf036	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Is Franz Kafka’s style simple, and Thomas Mann’s style complex? A quantitative comparative analysis	stylometry	1		1	https://openalex.org/W4415217144	https://doi.org/10.1093/llc/fqaf105	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Leveraging generative AI through prompt engineering for corpus construction and in-depth intelligent interpretation of ancient texts	digital humanities	1		1	https://openalex.org/W4411686564	https://doi.org/10.1093/llc/fqaf043	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Linked Data for Digital Humanities. Terhi Nurmikko-Fuller	digital humanities	1		1	https://openalex.org/W4412131006	https://doi.org/10.1093/llc/fqaf057	article	0		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Literary Simulation and the Digital Humanities: Reading, Editing, Writing. Manuel Portela	digital humanities	1		1	https://openalex.org/W4408178930	https://doi.org/10.1093/llc/fqaf022	article	0		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Making trans-regional, cross-platform streaming catalogues a reality: Arguing for linked SVOD open data	digital humanities	2		1	https://openalex.org/W7117596660	https://doi.org/10.1093/llc/fqaf149	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Making(s) of DH journeys in India: notes from the field	digital humanities	2		1	https://openalex.org/W4413432887	https://doi.org/10.1093/llc/fqaf062	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Measuring sounds from the East: digital approaches to commonality and specificity in Chinese Mandarin pop lyrics	stylometry; topic modeling	2		1	https://openalex.org/W7119534995	https://doi.org/10.1093/llc/fqaf155	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Metricizing diaspora dualities: a comparative quantitative analysis of poetry and prose in Southeast Asian Chinese literature	digital humanities	2		1	https://openalex.org/W7117141194	https://doi.org/10.1093/llc/fqaf094	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Mind the gap: word-embedding and multi-layered literary networks	computational literary studies	1		1	https://openalex.org/W4416133425	https://doi.org/10.1093/llc/fqaf112	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Modern Manuscripts and the Pre-History of Digital Humanities: Paper Processors. Alex Christie	digital humanities	1		1	https://openalex.org/W4414794330	https://doi.org/10.1093/llc/fqaf107	article	0		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Movers and haters: dynamic network visualization and analysis of an historical French controversy	distant reading	1		1	https://openalex.org/W7124166972	https://doi.org/10.1093/llc/fqaf090	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	On proximity—exploring experiences of bias and discrimination in digital humanities	digital humanities	4		1	https://openalex.org/W4415048791	https://doi.org/10.1093/llc/fqaf092	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Reframing human–AI relations in Japanese robot anime: a sociopolitical and thematic analysis	digital humanities	2		1	https://openalex.org/W4417088088	https://doi.org/10.1093/llc/fqaf136	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Report on the Development of Digital Humanities in China (first volume) （Zhongguo Shuzi Renwen Fazhan Baogao (Diyiji)). Huiling Feng	digital humanities	1		1	https://openalex.org/W4413859341	https://doi.org/10.1093/llc/fqaf078	article	0		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Representing provenance and track changes of cultural heritage metadata in RDF: a survey of existing approaches	digital humanities	2		1	https://openalex.org/W4412776517	https://doi.org/10.1093/llc/fqaf076	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Revolution or evolution? AI-driven retrieval of nature representations in historical prints	digital humanities	1		1	https://openalex.org/W4414043201	https://doi.org/10.1093/llc/fqaf082	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Sibling-texts keyword analysis: exploring topic and register keywords	digital humanities; distant reading; stylometry	3		1	https://openalex.org/W4410458440	https://doi.org/10.1093/llc/fqaf037	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Special issue: “Digital Humanities 2022: Responding to Asian Diversity”	digital humanities	1		1	https://openalex.org/W4406306139	https://doi.org/10.1093/llc/fqae077	article	0		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Taken for granted? Investigating constructivist principles with Bayes’ theorem in Digital Humanities scholarship	digital humanities	2		1	https://openalex.org/W4412713487	https://doi.org/10.1093/llc/fqaf063	article	1		
ordinary_hit	Comparanda	Digital Scholarship in the Humanities	2025	Tech-empowered equity: advancing linguistic justice through digital scholarship	digital humanities	1		1	https://openalex.org/W4408141280	https://doi.org/10.1093/llc/fqaf007	article	1		
