work_id	htid_count	oclc_variants	title_htrc	date_htrc	prob80_max	englishpct_max	htids	title	first_publish_year	author_names	edition_count	decade
OL1491809W	3	3	A young girl's wooing	1884	0.9	1.0	mdp.39015050791733|uc2.ark+=13960=t1wd3q30f|njp.32101065710467	A Young Girl's Wooing	1884	Edward Payson Roe	17	1880
OL1492544W	2	1	Guy Rivers;	1890	0.78	1.0	njp.32101067176295|uc1.$b441042	Guy Rivers	1882	William Gilmore Simms	17	1880
OL1492745W	3	1	Katy of Catoctin;	1886	0.9	1.0	mdp.39015063927068|nc01.ark+=13960=t2m624g15|uc2.ark+=13960=t9j38m55d	Katy of Catoctin	1886	George Alfred Townsend	21	1880
OL15040856W	3	1	A little princess;	1905	0.89	1.0	mdp.39015012328574|uva.x000598151|wu.89098013634	A little princess	1905	Bob Blaisdell	47	1900
OL1504559W	1	1	The idol of Paris;	1922	0.83	1.0	uc2.ark+=13960=t8sb41m8f	The Idol of Paris	1922	Sarah Bernhardt	17	1920
OL15127746W	6	3	Traffics and discoveries	1904	0.81	1.0	nyp.33433074866496|uc1.b4658797|mdp.39015019976045|nyp.33433074866488|mdp.39015014776317|mdp.39015031242897	Traffics and discoveries (Collected Works of Rudyard Kipling)	1904	Rudyard Kipling	60	1900
OL15127849W	14	3	The works of Rudyard Kipling	1899	0.83	1.0	mdp.39015066709703|mdp.39015066709711|mdp.39015066709851|mdp.39015066709869|mdp.39015066709877|mdp.39015066710123|mdp.39015066710131|mdp.39015066710149|mdp.39015066710297|mdp.39015066710446|wu.89081877441|wu.89081877458|wu.89001039791|wu.89001039809	The  works of Rudyard Kipling	1894	Rudyard Kipling	24	1890
OL15136945W	6	4	The crime of Sylvestre Bonnard	1922	0.84	1.0	uc2.ark+=13960=t3610zn0x|uc2.ark+=13960=t47p8x35x|mdp.39015030372406|uc1.32106001743803|uc1.b4363775|uc2.ark+=13960=t78s4ns57	Le Crime de Sylvestre Bonnard	1890	Anatole France	31	1890
OL1514090W	1	1	Homo sapiens;	1915	0.83	1.0	mdp.39015027365348	Homo Sapiens	1895	Stanisław Przybyszewski	12	1890
OL1514922W	1	1	Raggedy Ann stories	1918	0.86	1.0	uva.x002185187	Raggedy Ann Stories	1918	Johnny Gruelle	11	1910
OL1515129W	6	4	Many cargoes	1903	0.89	1.0	mdp.39015005100113|uc2.ark+=13960=t77s7k78h|uc2.ark+=13960=t16m37p5j|njp.32101063581068|uc2.ark+=13960=t2r49mt81|uc2.ark+=13960=t25b01k7r	Many Cargoes	1897	W. W. Jacobs|W. Jacobs	59	1890
OL1515171W	3	3	The lady of the barge	1902	0.89	1.0	uc2.ark+=13960=t42r3pj34|uc2.ark+=13960=t30292p8c|mdp.39015005100097	The lady of the barge	1900	W. W. Jacobs	31	1900
OL15176339W	1	1	The American claimant	1898	0.88	0.981	mdp.39015018600646	The American Claimant and Other Stories and Sketches (American Claimant / Merry Tales / Million Pound Bank-Note and Other Stories)	1896	Mark Twain	19	1890
OL1518000W	2	2	Tam o' the scoots	1919	0.75	1.0	uc2.ark+=13960=t0xp7770r|uc2.ark+=13960=t6ww78z2z	Tam o' the scoots	1919	Edgar Wallace	50	1910
OL15184079W	6	3	The $30,000 bequest	1917	0.75	1.0	nyp.33433074842380|uc2.ark+=13960=t9959dn34|mdp.39015047754505|uc2.ark+=13960=fk4vh5cq0h|uc1.b4719573|uc2.ark+=13960=fk71v5bv6j	$30,000 Bequest and Other Stories (28 stories)	1901	Mark Twain	42	1900
OL15187391W	2	1	The happy prince	1907	0.75	0.999	uc1.b4102113|uc2.ark+=13960=t4sj1nd43	The Happy Prince & Other Stories	1888	Oscar Wilde	12	1880
OL15212577W	4	2	Marching men	1917	0.89	1.0	mdp.39015011677401|uc2.ark+=13960=fk1td9n70k|njp.32101068580792|uc2.ark+=13960=t75t3gr0b	Marching Men	1917	Sherwood Anderson	17	1910
OL15212579W	2	1	Windy McPherson's son	1922	0.84	1.0	uc1.b4381200|uc2.ark+=13960=fk7xk8538w	Windy McPherson's son	1916	Sherwood Anderson	19	1910
OL15230749W	3	1	Jerusalem;	1915	0.83	1.0	mdp.39015005161669|uc2.ark+=13960=t2m61f22m|uva.x000853598	Jerusalem	1915	Selma Lagerlöf	17	1910
OL15239340W	3	1	Life's little ironies;	1894	0.89	1.0	mdp.39015013250512|mdp.39015051149642|uva.x000946791	Life's little ironies	1894	Thomas Hardy	40	1890
OL1526698W	2	1	Athalie	1915	0.85	0.999	nyp.33433074809132|uc2.ark+=13960=t55d8pp7h	Athalie	1915	Robert W. Chambers	25	1910
OL1526726W	2	2	The red republic;	1895	0.9	1.0	nyp.33433074809447|uc2.ark+=13960=t9x05z112	The red republic	1895	Robert W. Chambers	17	1890
OL1526737W	1	1	Special messenger	1909	0.87	1.0	uc2.ark+=13960=t52f7kb0f	Special messenger	1900	Robert W. Chambers	18	1900
OL1526738W	3	2	Who goes there!	1915	0.88	1.0	nyp.33433074809397|njp.32101063605578|uc2.ark+=13960=t9474889p	Who goes there!	1915	Robert W. Chambers	27	1910
OL1526748W	2	1	Cardigan	1901	0.83	1.0	njp.32101067937571|uc2.ark+=13960=t6vx06g3q	Cardigan	1901	Robert W. Chambers	55	1900
OL1528824W	2	1	Five little Peppers at school	1903	0.9	1.0	uc1.b4088273|uc2.ark+=13960=fk3fx74335	Five little Peppers at school	1903	Margaret Sidney	26	1900
OL15301658W	2	2	The valley of the moon	1913	0.9	1.0	uc2.ark+=13960=t3qv3d77c|uc2.ark+=13960=t49p2xg56	The Valley of the Moon	1900	Jack London	52	1900
OL15439W	2	1	What's mine's mine	1886	0.89	1.0	uc1.$b349058|uc2.ark+=13960=t4gm84w4q	What's mine's mine	1886	George MacDonald	80	1880
OL1544982W	5	2	Parisian points of view	1894	0.88	0.999	mdp.39015039506467|mdp.39015066078752|uc1.b317754|nyp.33433075826259|uc2.ark+=13960=t3319vq40	Parisian points of view	1894	Ludovic Halévy|Edith V.B. MATTHEWS	20	1890
OL1546079W	3	1	Within an inch of his life	1915	0.89	1.0	mdp.39015034104169|uc2.ark+=13960=t2w37mb7d|uc2.ark+=13960=t6vx06q7s	La corde au cou	1883	Émile Gaboriau	30	1880
OL15578053W	1	1	First love	1907	0.82	1.0	mdp.39015008640982	Pervai͡a︡ li͡u︡bovʹ	1904	Ivan Sergeevich Turgenev	21	1900
OL1579286W	1	1	A hero of our time	1916	0.88	0.999	uc1.b5296851	Герой нашего времени	1916	Михаил Юрьевич Лермонтов	26	1910
OL15844326W	1	1	Noa-Noa	1919	0.63	0.999	yale.39002009214207	Noa Noa	1900	Paul Gauguin	51	1900
OL15849063W	2	2	Ursule Miroue̲t and other stories	1898	0.89	1.0	uc2.ark+=13960=t09w0bs1g|uc2.ark+=13960=t2d797c35	Ursule Mirouët	1883	Honoré de Balzac	30	1880
OL16246212W	1	1	The complete short stories of Guy de Maupassant	1903	0.85	1.0	mdp.39015033410633	Short stories	1893	Guy de Maupassant	44	1890
OL16312657W	2	1	The home and the world	1919	0.8	1.0	mdp.39015008551015|mdp.39015055590288	Ghare-bāire	1919	Rabindranath Tagore	20	1910
OL163273W	2	2	The poor little rich girl	1913	0.84	1.0	uc2.ark+=13960=t2d797s9f|uva.x004614893	The poor little rich girl	1912	Eleanor Gates	19	1910
OL166970W	1	1	Buried alive;	1881	0.79	1.0	nyp.33433073355640	The House of the Dead	1881	Фёдор Михайлович Достоевский	103	1880
OL16745700W	2	1	Dodo wonders--	1921	0.84	1.0	njp.32101064787714|uc2.ark+=13960=t3125vp2s	Dodo wonders	1921	E. F. Benson	23	1920
OL16747001W	2	1	Emma McChesney & co	1915	0.89	1.0	mdp.39015002725631|uva.x001423204	Emma McChesney & Co	1915	Edna Ferber	18	1910
OL16786466W	1	1	Twelve stories and a dream	1903	0.79	1.0	uc2.ark+=13960=t6zw1n353	Twelve stories, and a dream	1903	H. G. Wells	33	1900
OL17454W	1	1	Pearl-maiden;	1903	0.86	0.999	nyp.33433074850110	Tahreer ka sehar	1901	H. Rider Haggard	120	1900
OL176079W	6	1	Heart and science;	1883	0.89	1.0	mdp.39015063542123|mdp.39015063542131|mdp.39015063542149|uc1.b4104606|uc1.b4104607|uc1.b4104608	Heart and Science	1883	Wilkie Collins|Amara Saldaña	86	1880
OL17679866W	2	1	The rose of old St. Louis	1904	0.81	1.0	uc1.b3548237|uc2.ark+=13960=t58c9sc66	The rose of old St. Louis	1904	Mary Dillon	34	1900
OL1774393W	5	4	The choir invisible	1897	0.89	1.0	mdp.39015063740164|nyp.33433082168851|njp.32101063579948|nyp.33433082168836|mdp.39015063740057	The Choir Invisible	1897	James Lane Allen	27	1890
OL1774394W	4	4	A Kentucky cardinal	1894	0.75	1.0	nyp.33433082171251|mdp.39015030127974|mdp.39015030843422|nyp.33433082171244	A Kentucky cardinal	1894	James Lane Allen	29	1890
OL1793143W	2	1	John Ingerfield	1894	0.89	1.0	mdp.39015011710061|uc2.ark+=13960=t83j3gn2v	John Ingerfield, and Other Stories	1894	Jerome Klapka Jérôme	38	1890
OL1793153W	3	1	The observations of Henry	1901	0.81	1.0	mdp.39015047636884|nyp.33433074863873|uc2.ark+=13960=t9862j09j	The Observations of Henry	1901	Jerome Klapka Jérôme	36	1900
OL1793159W	2	1	Sketches in lavender, blue, and green	1897	0.89	1.0	mdp.39015005150282|uc2.ark+=13960=t8mc8tc9m	Sketches of Lavender, Blue, and Green	1897	Jerome Klapka Jérôme	56	1890
OL1793190W	2	1	Told after supper	1891	0.78	1.0	uc1.b3324431|uc2.ark+=13960=t0ks6sh0h	Told After Supper	1891	Jerome Klapka Jérôme	44	1890
OL1794398W	1	1	The pagans	1884	0.83	0.999	mdp.39015059395742	The Pagans	1884	Arlo Bates	20	1880
OL1794488W	4	3	Bonnie Prince Charlie	1900	0.89	1.0	mdp.39015073486972|mdp.39015073486980|mdp.39015073486964|uc2.ark+=13960=t4zg6n378	Bonnie Prince Charles	1887	G. A. Henty	45	1880
OL1794494W	7	3	By England's aid, or, The freeing of the Netherlands (1585-1604)	1894	0.89	1.0	mdp.39015073486899|mdp.39015073486832|mdp.39015073486931|mdp.39015073486840|mdp.39015073486857|mdp.39015073486865|uc2.ark+=13960=t0cv4c167	By England's Aid; or, The Freeing of the Netherlands	1890	G. A. Henty	73	1890
OL1794496W	1	1	By pike and dyke	1890	0.88	1.0	mdp.39015073487574	By Pike And Dyke A Tale Of The Rise Of The Dutch Republic	1880	G. A. Henty	87	1880
OL1794500W	1	1	Captain Bayley's heir	1910	0.88	1.0	mdp.39015073478839	Captain Bayley's heir: a tale of the gold fields of California	1889	G. A. Henty	29	1880
OL1794508W	2	1	For name and fame, or, Through Afghan passes	1880	0.89	1.0	mdp.39015023998449|uc2.ark+=13960=t4qj79t7f	For name and fame ; or, Through the Afghan passes	1880	G. A. Henty	29	1880
OL1794528W	3	2	St. Bartholomew's eve;	1893	0.89	1.0	uc2.ark+=13960=t7dr2q662|mdp.39015073479340|mdp.39015073479357	St. Bartholomew's Eve, A Tale of the Huguenot Wars (Works of G. A. Henty)	1890	G. A. Henty	25	1890
OL1794541W	3	1	With Cochrane the dauntless	1896	0.87	1.0	mdp.39015073480132|nyp.33433082547575|uc2.ark+=13960=t2c82660f	With  Cockrane the dauntless	1896	G. A. Henty	22	1890
OL1794578W	1	1	The bravest of the brave, or, With Peterborough in Spain	1900	0.89	1.0	mdp.39015073487053	The bravest of the brave, or, With Peterborough in Spain	1886	G. A. Henty	67	1880
OL1794579W	2	1	The lion of St. Mark	1903	0.61	1.0	mdp.39015073484084|uc2.ark+=13960=t09w0bk9n	The Lion of Saint Mark	1880	G. A. Henty	54	1880
OL1794600W	5	2	On the Irrawaddy;	1897	0.89	1.0	mdp.39015019158644|mdp.39015073484142|uc2.ark+=13960=t7np1xg0b|mdp.39015073484159|nyp.33433082305826	On the Irrawaddy	1896	G. A. Henty	22	1890
OL1794602W	2	1	With Clive in India, or, The beginnings of an empire	1894	0.89	1.0	mdp.39015073480264|mdp.39015073480272	With Clive in India, or, The beginnings of an empire	1880	G. A. Henty	116	1880
OL1794607W	3	2	A roving commission, or, Through the black insurrection of Hayti	1900	0.88	1.0	mdp.39015073479324|nc01.ark+=13960=t9s191z5j|uc2.ark+=13960=t4mk67409	A roving commission	1899	G. A. Henty	23	1890
OL1794612W	1	1	The cornet of horse	1897	0.89	1.0	mdp.39015073486550	The Cornet of Horse	1881	G. A. Henty	43	1880
OL1794613W	3	1	In Greek waters	1892	0.51	1.0	mdp.39015073428834|nc01.ark+=13960=t39036902|uc2.ark+=13960=t36111h29	In Greek waters	1892	G. A. Henty	22	1890
OL1794624W	6	2	The young colonists;	1898	0.89	1.0	uc2.ark+=13960=t5cc0vd9f|mdp.39015073480561|mdp.39015073480579|mdp.39015073481338|uc1.b308299|uc2.ark+=13960=t85h7hf2c	The young colonists	1885	G. A. Henty	30	1880
OL1794627W	3	3	Maori and Settler	1890	0.89	1.0	uc2.ark+=13960=t1rf5n201|uc2.ark+=13960=t50g3jx6r|mdp.39015073483995	Maori and settler	1890	G. A. Henty	24	1890
OL1794629W	3	2	Through the Sikh war	1894	0.88	1.0	mdp.39015073479910|mdp.39015073479902|nyp.33433082305917	Through the Sikh war	1893	G. A. Henty	30	1890
OL1794632W	1	1	With Frederick the Great	1898	0.87	1.0	mdp.39015073480157	With Frederick the Great	1898	G. A. Henty	29	1890
OL1794641W	2	1	By right of conquest, or, With Cortez in Mexico	1890	0.9	1.0	mdp.39015073479068|mdp.39015073487673	By Right of Conquest	1890	G. A. Henty	70	1890
OL1794642W	3	2	A march on London;	1897	0.87	1.0	uc2.ark+=13960=t9086c77c|mdp.39015073484324|uc2.ark+=13960=t4bn9xm82	A March on London	1897	G. A. Henty	31	1890
OL1794643W	2	1	Redskin and cow-boy;	1919	0.89	1.0	uc1.b4717740|uc2.ark+=13960=t9p26r50s	Redskin and cowboy	1890	G. A. Henty	36	1890
OL1794645W	1	1	St. George for England;	1884	0.88	1.0	uc2.ark+=13960=t89g5h85q	St. George for England	1884	G. A. Henty	34	1880
OL1794650W	4	2	The dash for Khartoum	1892	0.88	1.0	mdp.39015073486618|mdp.39015073486626|uc2.ark+=13960=t6445j20g|njp.32101017993237	The dash for Khartoum	1891	G. A. Henty	38	1890
OL1794652W	5	2	Orange and green	1890	0.85	1.0	mdp.39015073479589|uc2.ark+=13960=t1fj29r4w|mdp.39015073484308|mdp.39015073484316|uc2.ark+=13960=t4dn41r7b	Orange and green	1888	G. A. Henty	38	1880
OL1794657W	1	1	The treasure of the Incas;	1902	0.5	1.0	uc2.ark+=13960=t90864d48	The Treasure of the Incas	1900	G. A. Henty	31	1900
OL1794664W	4	2	A knight of the White cross	1895	0.88	1.0	mdp.39015073483664|uc2.ark+=13960=t2g738v0r|mdp.39015073483813|uc2.ark+=13960=t8tb0zm6f	A Knight of the White Cross	1895	G. A. Henty	49	1890
OL1794667W	2	2	One of the 28th	1900	0.89	1.0	mdp.39015073484357|uc2.ark+=13960=t40r9p18g	One of the 28th	1890	G. A. Henty	43	1890
OL1794669W	1	1	Winning his spurs	1891	0.89	1.0	mdp.39015073480371	Winning His Spurs	1882	G. A. Henty	63	1880
OL1794673W	3	2	At Agincourt	1897	0.87	1.0	mdp.39015073487129|uc1.b3332206|uc2.ark+=13960=t9668jm79	At Agincourt	1896	G. A. Henty	38	1890
OL1794676W	2	2	Won by the sword;	1899	0.89	1.0	uc2.ark+=13960=t82j69f2x|mdp.39015073480777	Won by the sword	1899	G. A. Henty	47	1890
OL1794680W	3	2	By sheer pluck	1896	0.87	1.0	njp.32101041380724|mdp.39015073478862|mdp.39015073478870	By Sheer Pluck	1880	G. A. Henty	59	1880
OL1794682W	2	2	In the heart of the Rockies;	1894	0.84	1.0	uc2.ark+=13960=t4mk67377|njp.32101042586535	In the Heart of the Rockies	1894	G. A. Henty	44	1890
OL1795125W	5	2	David Harum;	1899	0.89	1.0	mdp.39015063974904|uc1.b4104246|uc1.b4374152|uc1.l0063558613|uc2.ark+=13960=t8jd4r51f	David Harum	1898	Edward Noyes Westcott	55	1890
OL1795202W	1	1	The Texan scouts;	1921	0.89	1.0	uc2.ark+=13960=t5w66b89n	The Texan Scouts	1913	Joseph A. Altsheler	17	1910
OL1795302W	6	5	The story of a short life	1887	0.89	1.0	nyp.33433082531553|uc1.b308293|uc2.ark+=13960=t9c53k735|nyp.33433082530621|uc2.ark+=13960=t2s46j886|uc1.b4101487	The story of a short life	1887	Juliana Horatia Gatty Ewing	20	1880
OL1795361W	2	1	Other main-travelled roads	1910	0.89	1.0	nyp.33433076068992|uc1.b4104270	Other Main Traveled Roads	1910	Hamlin Garland	20	1910
OL1795428W	4	1	Money magic	1907	0.89	1.0	mdp.39015003700443|nyp.33433076069008|uc1.b4104263|uc2.ark+=13960=fk0sq8qf2r	Money magic	1907	Hamlin Garland	11	1900
OL1795435W	1	1	Boy life on the prairie	1899	0.68	1.0	njp.32101068598315	Boy life on the prairie	1899	Hamlin Garland	16	1890
OL1795440W	1	1	Prairie folks	1899	0.8	1.0	uc1.b4104266	Prairie folks	1892	Hamlin Garland	21	1890
OL1795442W	1	1	Rose of Dutcher's Coolly	1895	0.9	1.0	uc2.ark+=13960=t3707x24f	Rose of Dutcher's Coolly	1889	Hamlin Garland	23	1880
OL1795444W	2	2	The captain of the gray-horse troop;	1902	0.89	0.999	uc2.ark+=13960=fk75t3gf2n|nyp.33433076069099	The captain of the Gray-horse troop	1902	Hamlin Garland	36	1900
OL1795445W	3	1	Main-travelled roads	1918	0.88	1.0	mdp.39015000644289|mdp.39015003681924|mdp.39015062066181	Main-travelled roads	1891	Hamlin Garland|Jonathan Senchyne|Brianne Jaquette	100	1890
OL1795881W	2	1	Crooked trails;	1898	0.88	1.0	uc1.b3325700|wu.89052490505	Crooked trails	1898	Frederic Remington	17	1890
OL1796043W	2	2	Mr. Isaacs	1885	0.9	0.999	uc2.ark+=13960=t74t6ft90|uc1.b3321316	Mister Isaacs	1882	Francis Marion Crawford	76	1880
OL1796078W	6	3	Via crucis;	1899	0.89	1.0	mdp.39015059395072|mdp.39015059413099|nyp.33433074817200|uc2.ark+=13960=t2b853v0j|uc2.ark+=13960=t2z31nx5t|mdp.49015000516444	Via crucis; a romance of the second crusade	1898	Francis Marion Crawford	37	1890
OL1796105W	2	1	A cigarette-maker's romance	1890	0.89	1.0	mdp.39015059394349|uc1.b248395	A cigarette-maker's romance	1890	Francis Marion Crawford	16	1890
OL1796115W	3	2	The children of the king;	1893	0.83	1.0	uc1.b248372|mdp.39015059394323|mdp.39015059394331	The Children of the King	1892	Francis Marion Crawford	15	1890
OL1796120W	1	1	The witch of Prague	1892	0.82	1.0	nyp.33433074817176	The Witch of Prague	1890	Francis Marion Crawford	23	1890
OL1796123W	3	2	An American politician	1884	0.89	1.0	mdp.39015063749637|mdp.39015063749645|uc1.b3321311	An American politician	1884	Francis Marion Crawford	22	1880
OL1796641W	3	2	Cumner's son	1910	0.84	1.0	nyp.33433075748925|uc2.ark+=13960=t88g8hn02|uc2.ark+=13960=t6xw4bj13	Cummer's son, and other South Sea folk	1904	Gilbert Parker	29	1900
OL1796671W	2	1	Pierre and his people	1894	0.88	1.0	nyp.33433075749097|uc2.ark+=13960=t5r787j3z	Pierre and His People	1892	Gilbert Parker	38	1890
OL1796769W	3	1	Northern lights	1909	0.87	1.0	mdp.39015063945607|nyp.33433075749022|uc2.ark+=13960=t53f4td69	Northern Lights	1909	Gilbert Parker	22	1900
OL1796780W	4	2	The lane that had no turning	1900	0.89	1.0	mdp.39015063945839|nyp.33433075748974|uva.x030750893|uc2.ark+=13960=t3pv6d091	The lane that had no turning	1900	Gilbert Parker	31	1900
OL1796781W	2	2	The world for sale;	1916	0.89	1.0	nyp.33433075749238|uc1.b3325470	The world for sale	1916	Gilbert Parker	22	1910
OL1796785W	3	3	When Valmond came to Pontiac;	1898	0.89	1.0	uc2.ark+=13960=t89g5qc3k|uc2.ark+=13960=t53f4rp3m|mdp.39015020058551	When Valmond came to Pontiac	1895	Gilbert Parker	34	1890
OL1796786W	4	3	A Romany of the snows	1896	0.9	1.0	mdp.39015063945474|nyp.33433075749121|nyp.33433075749147|uc2.ark+=13960=t7cr5qd4m	A Romany of the snows	1896	Gilbert Parker	35	1890
OL1796933W	1	1	The triumphs of Eugène Valmont	1906	0.84	1.0	mdp.39015020213396	The Triumphs of Eugène Valmont	1905	Robert Barr	25	1900
OL1796936W	3	2	A Chicago princess	1904	0.89	1.0	mdp.39015063548245|nyp.33433074932264|uc2.ark+=13960=t12n5111g	A Chicago princess	1900	Robert Barr	14	1900
OL1796944W	1	1	The sword maker	1910	0.81	1.0	njp.32101064787037	The Sword Maker	1910	Robert Barr	30	1910
OL1796949W	3	2	In the midst of alarms;	1900	0.84	1.0	njp.32101064787052|uc2.ark+=13960=t24b30k2r|uc2.ark+=13960=t03x86h84	In the midst of alarms	1893	Robert Barr|Douglas Lochhead	57	1890
OL1797199W	1	1	Ancestors;	1907	0.9	1.0	mdp.39015018048077	Ancestors	1907	Gertrude Atherton	24	1900
OL1797227W	2	1	The doomswoman;	1901	0.88	1.0	mdp.39015063753712|nyp.33433082173596	The Doomswoman	1893	Gertrude Atherton	22	1890
OL1797252W	7	2	The aristocrats	1901	0.83	1.0	nyp.33433082173695|uc1.b3322232|uc2.ark+=13960=t0000152d|uc2.ark+=13960=t0ft8fg18|wu.89098865884|mdp.39015063516739|nyp.33433082173687	The aristocrats	1901	Gertrude Atherton	17	1900
OL1797253W	1	1	The bell in the fog	1905	0.86	1.0	mdp.39015063753522	The Bell in the Fog and Other Stories	1905	Gertrude Atherton	32	1900
OL1797254W	2	2	Rezánov	1906	0.84	1.0	wu.89098866098|uc2.ark+=13960=t8kd1rc6q	Rezánov	1906	Gertrude Atherton	30	1900
OL1797255W	4	1	Sleeping fires;	1922	0.89	1.0	mdp.39015063753647|nyp.33433082251848|uc1.b3582833|uc2.ark+=13960=t41r6p74d	Sleeping fires	1922	Gertrude Atherton	23	1920
OL1797258W	3	1	The white morning;	1918	0.75	1.0	nyp.33433082248398|uc2.ark+=13960=t3222sb53|wu.89098866130	The White Morning	1918	Gertrude Atherton	23	1910
OL1797260W	4	2	The avalanche;	1919	0.88	1.0	mdp.39015011949289|nyp.33433082173679|uc2.ark+=13960=t04x54k5x|uc2.ark+=13960=t95718d66	The Avalanche	1919	Gertrude Atherton	27	1910
OL1797263W	1	1	The valiant runaways;	1898	0.89	1.0	uc1.b248098	The Valiant Runaways	1898	Gertrude Atherton	22	1890
OL1797267W	7	3	American wives and English husbands;	1901	0.9	1.0	mdp.39015011949362|nyp.33433082173711|wu.89098869449|nyp.33433082173729|uc2.ark+=13960=t3fx7486r|wu.89098869522|uc2.ark+=13960=t18k75695	American wives and English husbands	1898	Gertrude Atherton	21	1890
OL1797268W	3	1	The sisters-in-law;	1921	0.87	1.0	mdp.39015063753662|nyp.33433082251830|uc2.ark+=13960=fk2697019z	The Sisters-In-Law	1921	Gertrude Atherton	31	1920
OL1797269W	1	1	The splendid idle forties;	1902	0.89	0.998	mdp.39015005125573	The splendid idle forties	1902	Gertrude Atherton	47	1900
OL1797270W	5	3	Senator North	1900	0.9	1.0	uva.x004011480|uc1.b3322244|uc2.ark+=13960=t86h4f64j|uc2.ark+=13960=t1hh6cc4k|wu.89098866031	Senator North	1900	Gertrude Atherton	29	1900
OL1797271W	4	2	The conqueror	1902	0.7	1.0	uc1.b3322234|uc2.ark+=13960=t7vm4486b|mdp.39015063753720|nyp.33433082173646	The conqueror	1902	Gertrude Atherton	43	1900
OL1797323W	4	3	Folks from Dixie	1898	0.88	1.0	nyp.33433074930011|uc1.b3578488|uc2.ark+=13960=t6k06xk56|mdp.39015011913533	Folks from Dixie	1884	Paul Laurence Dunbar	29	1880
OL1797341W	1	1	The sport of the gods	1902	0.89	0.999	mdp.39015066034508	The Sport of the Gods	1902	Paul Laurence Dunbar	65	1900
OL1797345W	4	3	The uncalled	1898	0.86	1.0	mdp.39015012913631|uc2.ark+=13960=t3804z12m|uc1.b3578490|uc1.b4582042	The uncalled, a novel	1896	Paul Laurence Dunbar	42	1890
OL1797598W	2	2	Elsie's womanhood	1917	0.9	1.0	uc2.ark+=13960=t2x34nn6j|nyp.33433082530548	Elsie's Womanhood	1901	Martha Finley	16	1900
OL1798115W	4	2	The story of Ab	1897	0.89	1.0	loc.ark+=13960=t9572012d|nyp.33433076073570|uc1.b4104241|uc2.ark+=13960=fk7rn30m8v	The story of Ab	1897	Stanley Waterloo	18	1890
OL1798826W	3	1	Stingaree	1907	0.89	1.0	uc1.b3324339|uc2.ark+=13960=t1vd6x96b|uc2.ark+=13960=t2z31s811	Stingaree	1905	E. W. Hornung	22	1900
OL1798840W	2	2	The camera fiend	1911	0.89	1.0	uc2.ark+=13960=t27945v9r|uc2.ark+=13960=t2b858j50	The camera fiend	1911	E. W. Hornung	18	1910
OL1798843W	6	4	Raffles: further adventures of the amateur cracksman	1910	0.89	1.0	uc1.b4102356|uc2.ark+=13960=t3126228g|mdp.39015006984440|uc2.ark+=13960=t5n87863x|uc2.ark+=13960=t9m32ts78|uc2.ark+=13960=t3222zd90	Raffles, Further Adventures of the Amateur Cracksman	1901	E. W. Hornung	51	1900
OL1799938W	4	1	Old Kaskaskia	1893	0.88	1.0	mdp.39015063517125|nyp.33433074810205|uc1.b248399|uc2.ark+=13960=t2n58d347	Old Kaskaskia: A Novel	1893	Mary Hartwell Catherwood	21	1890
OL1799948W	3	1	(The) chase of Saint-Castin and other stories of the French in the new world	1894	0.89	1.0	uc1.b3578750|uc1.b798740|uc2.ark+=13960=t2g737g4b	The chase of Saint-Castin	1894	Mary Hartwell Catherwood	19	1890
OL1799959W	2	2	Lazarre	1901	0.88	1.0	uc2.ark+=13960=t4sj1b66n|mdp.39015063525011	Lazarre	1901	Mary Hartwell Catherwood	19	1900
OL1800220W	1	1	Ramona	1912	0.9	1.0	wu.89097995203	Ramona	1884	Helen Hunt Jackson	54	1880
OL18084699W	1	1	The tin soldier	1919	0.89	1.0	nyp.33433082485917	The tin soldier	1919	Temple Bailey	33	1910
OL181923W	11	5	Strictly business	1910	0.89	1.0	uc2.ark+=13960=t5m902j4s|uva.x030833208|mdp.39015002708074|uc2.ark+=13960=t80k27f29|nyp.33433075769962|uc1.b3546513|uc1.b3569216|uc2.ark+=13960=t0rr1qg7x|uva.x030832517|mdp.39015002708041|mdp.39015002708058	Strictly business; more stories of the four million	1910	O. Henry	47	1910
OL181924W	5	4	The voice of the city;	1914	0.88	1.0	uc1.b3346971|mdp.39015002708009|uc2.ark+=13960=t9w08x36s|uc2.ark+=13960=t0sq8rt02|wu.89006958011	The voice of the city, further stories of the four million	1908	O. Henry	44	1900
OL181941W	5	4	The trimmed lamp	1919	0.89	1.0	nnc1.0030451302|uc1.b3346970|uva.x030557434|mdp.39015030710902|uva.x030833211	The trimmed lamp, and other stories of the four million	1907	O. Henry	61	1900
OL181946W	1	1	Waifs and strays, twelve stories	1919	0.52	1.0	uva.x030131891	Waifs and Strays	1917	O. Henry|O. Henry	56	1910
OL181948W	5	4	Heart of the West	1904	0.84	1.0	uc2.ark+=13960=t8kd1r91d|uc2.ark+=13960=t8z893s3v|uva.x030557433|nyp.33433076053465|mdp.39015002708389	Life with Father	1904	O. Henry	28	1900
OL181949W	5	3	Roads of destiny	1909	0.89	1.0	uc1.$b803449|mdp.39015002708157|mdp.39015061865922|uc2.ark+=13960=t0000026k|uva.x030832516	Roads of destiny	1909	O. Henry	66	1900
OL181950W	5	3	Whirligigs	1910	0.89	1.0	mdp.39015002707928|nyp.33433076053440|uc2.ark+=13960=t8x92268m|mdp.39015002707902|uc2.ark+=13960=t0js9hf3k	Whirligigs	1910	O. Henry	55	1910
